pid,type,subscale,item,response,time
P25,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 건강에 매우 좋다고 개인적으로 생각하기 때문이다.,-2,1
P25,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 하지 않으면 다른 사람이 속상할 수도 있기 때문이다.,-3,1
P25,SRQ,Amotivation,내가 활동적 휴식을 하는 이유에 대해 그다지 생각해본 적이 없다.,2,1
P25,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 내 삶의 많은 면에서 중요하다고 생각하기 때문이다.,-2,1
P25,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 하지 않으면 내 스스로에게 실망하기 때문이다.,-3,1
P25,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 내가 정말로 하고 싶은 중요한 것이기 때문이다.,-3,1
P25,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 다른 사람들이 해야 한다고 하는 듯한 압박을 느끼기 때문이다.,-3,1
P25,SRQ,Amotivation,내가 활동적 휴식을 하는 이유는 별 다른 이유를 생각하는 것보다 하라는 대로 하는 게 더 편하기 때문이다.,-3,1
P25,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 내 삶의 목표와 어느 정도 일치한다.,-2,1
P25,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 다른 사람의 인정을 받고 싶기 때문이다.,-3,1
P25,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 건강한 것이 매우 중요하기 때문이다.,-2,1
P25,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 내가 잘 할 수 있다는 것을 다른 사람에게 보여주고 싶기 대문이다.,-3,1
P25,SRQ,Amotivation,내가 활동적 휴식을 하는 이유를 모르겠다.,-1,1
P28,IMI,Interest/Enjoyment,활동적 휴식은 재미있다.,0,1
P28,IMI,Interest/Enjoyment,나는 활동적 휴식을 하는 중에는 얼마나 이 활동이 즐거운지 생각한다.,-1,1
P28,IMI,Interest/Enjoyment,나는 활동적 휴식이 매우 흥미롭다고 말할 수 있다.,0,1
P28,IMI,Interest/Enjoyment,나는 활동적 휴식이 꽤 즐겁다고 생각한다.,-1,1
P28,IMI,Interest/Enjoyment,나는 활동적 휴식이 매우 즐겁다.,1,1
P28,IMI,Interest/Enjoyment,나는 활동적 휴식이 지겹다고 생각한다.,2,1
P28,IMI,Interest/Enjoyment,활동적 휴식은 나의 관심을 전혀 끌지 못한다.,1,1
P28,IMI,Perceived Competence,나는 다른 사람에 비해서 꽤 활동적 휴식을 잘 한다고 생각한다.,1,1
P28,IMI,Perceived Competence,나는 활동적 휴식에 꽤 능숙하다.,0,1
P28,IMI,Perceived Competence,나는 활동적 휴식을 꽤 잘 한다고 생각한다.,0,1
P28,IMI,Perceived Competence,활동적 휴식은 내가 잘 할 수 없는 활동이다.,2,1
P28,IMI,Perceived Competence,나는 활동적 휴식을 하고 나면 만족감을 느낀다.,1,1
P28,IMI,Perceived Competence,나는 활동적 휴식을 하는 것에 만족한다.,0,1
P28,IMI,Effort/Importance,나는 활동적 휴식을 열심히 하려고 한다.,0,1
P28,IMI,Effort/Importance,나는 활동적 휴식을 잘 하기 위해 그다지 노력을 하지 않았다.,-1,1
P28,IMI,Effort/Importance,나는 활동적 휴식을 하는 데 있어서 별다른 에너지를 쏟지 않았다.,-1,1
P28,IMI,Effort/Importance,나는 활동적 휴식을 하기 위해 많은 노력을 들인다.,-1,1
P28,IMI,Effort/Importance,나는 활동적 휴식을 잘 하는 것이 중요하다.,1,1
P28,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 매우 긴장감을 느꼈다.,-1,1
P28,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 압박감을 느꼈다.,-1,1
P28,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 전혀 초조한 기분을 느끼지 않았다.,0,1
P28,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 매우 편안했다.,0,1
P28,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 불안감을 느꼈다.,-2,1
P28,IMI,Perceived Choice,활동적 휴식을 하는 데 있어 나의 선택권이 없다.,-1,1
P28,IMI,Perceived Choice,나는 다른 선택권이 없어서 활동적 휴식을 한다.,1,1
P28,IMI,Perceived Choice,나는 해야 하기 때문에 활동적 휴식을 한다.,0,1
P28,IMI,Perceived Choice,나는 나의 선택에 따라 활동적 휴식을 한다고 생각한다.,0,1
P28,IMI,Perceived Choice,나는 활동적 휴식을 하는 건 내가 선택한 것이 아니다.,2,1
P28,IMI,Perceived Choice,나는 하고 싶기 때문에 활동적 휴식을 한다.,0,1
P28,IMI,Perceived Choice,나는 활동적 휴식을 해야만 한다고 느낀다.,0,1
P28,IMI,Value/Usefulness,나는 활동적 휴식이 건강에 좋다고 생각한다.,1,1
P28,IMI,Value/Usefulness,나는 활동적 휴식이 나의 건강을 증진 시킬 수 있기 때문에 이를 할 것이다.,1,1
P28,IMI,Value/Usefulness,나는 활동적 휴식이 내게 어느 정도 가치가 있기 때문에 기꺼이 이를 할 것이다.,0,1
P28,IMI,Value/Usefulness,나는 활동적 휴식을 하는 것이 내게 유익하다고 믿는다.,0,1
P28,IMI,Value/Usefulness,나는 활동적 휴식이 나에게 어느 정도 가치가 있다고 믿는다.,0,1
P28,IMI,Value/Usefulness,나는 활동적 휴식이 중요한 활동이라고 생각한다.,1,1
P28,IMI,Value/Usefulness,나는 활동적 휴식이 건강에 도움이 될 수 있기 때문에 중요하다고 생각한다.,1,1
P28,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 나의 건강에 책임을 져야 되기 때문이다.,0,1
P28,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 하지 않으면 죄책감을 느끼기 때문이다.,-1,1
P28,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 건강에 매우 좋다고 개인적으로 생각하기 때문이다.,1,1
P28,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 하지 않으면 다른 사람이 속상할 수도 있기 때문이다.,-1,1
P28,SRQ,Amotivation,내가 활동적 휴식을 하는 이유에 대해 그다지 생각해본 적이 없다.,-1,1
P28,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 내 삶의 많은 면에서 중요하다고 생각하기 때문이다.,0,1
P28,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 하지 않으면 내 스스로에게 실망하기 때문이다.,-1,1
P28,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 내가 정말로 하고 싶은 중요한 것이기 때문이다.,0,1
P28,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 다른 사람들이 해야 한다고 하는 듯한 압박을 느끼기 때문이다.,-1,1
P28,SRQ,Amotivation,내가 활동적 휴식을 하는 이유는 별 다른 이유를 생각하는 것보다 하라는 대로 하는 게 더 편하기 때문이다.,0,1
P28,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 내 삶의 목표와 어느 정도 일치한다.,0,1
P28,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 다른 사람의 인정을 받고 싶기 때문이다.,-2,1
P28,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 건강한 것이 매우 중요하기 때문이다.,0,1
P28,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 내가 잘 할 수 있다는 것을 다른 사람에게 보여주고 싶기 대문이다.,-1,1
P28,SRQ,Amotivation,내가 활동적 휴식을 하는 이유를 모르겠다.,-2,1
P26,IMI,Interest/Enjoyment,활동적 휴식은 재미있다.,-1,1
P26,IMI,Interest/Enjoyment,나는 활동적 휴식을 하는 중에는 얼마나 이 활동이 즐거운지 생각한다.,-1,1
P26,IMI,Interest/Enjoyment,나는 활동적 휴식이 매우 흥미롭다고 말할 수 있다.,-2,1
P26,IMI,Interest/Enjoyment,나는 활동적 휴식이 꽤 즐겁다고 생각한다.,-2,1
P26,IMI,Interest/Enjoyment,나는 활동적 휴식이 매우 즐겁다.,0,1
P26,IMI,Interest/Enjoyment,나는 활동적 휴식이 지겹다고 생각한다.,0,1
P26,IMI,Interest/Enjoyment,활동적 휴식은 나의 관심을 전혀 끌지 못한다.,-1,1
P26,IMI,Perceived Competence,나는 다른 사람에 비해서 꽤 활동적 휴식을 잘 한다고 생각한다.,-2,1
P26,IMI,Perceived Competence,나는 활동적 휴식에 꽤 능숙하다.,-1,1
P26,IMI,Perceived Competence,나는 활동적 휴식을 꽤 잘 한다고 생각한다.,-1,1
P26,IMI,Perceived Competence,활동적 휴식은 내가 잘 할 수 없는 활동이다.,1,1
P26,IMI,Perceived Competence,나는 활동적 휴식을 하고 나면 만족감을 느낀다.,0,1
P26,IMI,Perceived Competence,나는 활동적 휴식을 하는 것에 만족한다.,0,1
P26,IMI,Effort/Importance,나는 활동적 휴식을 열심히 하려고 한다.,-1,1
P26,IMI,Effort/Importance,나는 활동적 휴식을 잘 하기 위해 그다지 노력을 하지 않았다.,-2,1
P26,IMI,Effort/Importance,나는 활동적 휴식을 하는 데 있어서 별다른 에너지를 쏟지 않았다.,-2,1
P26,IMI,Effort/Importance,나는 활동적 휴식을 하기 위해 많은 노력을 들인다.,-2,1
P26,IMI,Effort/Importance,나는 활동적 휴식을 잘 하는 것이 중요하다.,-1,1
P26,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 매우 긴장감을 느꼈다.,-2,1
P26,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 압박감을 느꼈다.,-2,1
P26,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 전혀 초조한 기분을 느끼지 않았다.,-1,1
P26,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 매우 편안했다.,0,1
P26,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 불안감을 느꼈다.,-2,1
P26,IMI,Perceived Choice,활동적 휴식을 하는 데 있어 나의 선택권이 없다.,0,1
P26,IMI,Perceived Choice,나는 다른 선택권이 없어서 활동적 휴식을 한다.,0,1
P26,IMI,Perceived Choice,나는 해야 하기 때문에 활동적 휴식을 한다.,-1,1
P26,IMI,Perceived Choice,나는 나의 선택에 따라 활동적 휴식을 한다고 생각한다.,0,1
P26,IMI,Perceived Choice,나는 활동적 휴식을 하는 건 내가 선택한 것이 아니다.,0,1
P26,IMI,Perceived Choice,나는 하고 싶기 때문에 활동적 휴식을 한다.,1,1
P26,IMI,Perceived Choice,나는 활동적 휴식을 해야만 한다고 느낀다.,1,1
P26,IMI,Value/Usefulness,나는 활동적 휴식이 건강에 좋다고 생각한다.,1,1
P26,IMI,Value/Usefulness,나는 활동적 휴식이 나의 건강을 증진 시킬 수 있기 때문에 이를 할 것이다.,1,1
P26,IMI,Value/Usefulness,나는 활동적 휴식이 내게 어느 정도 가치가 있기 때문에 기꺼이 이를 할 것이다.,1,1
P26,IMI,Value/Usefulness,나는 활동적 휴식을 하는 것이 내게 유익하다고 믿는다.,1,1
P26,IMI,Value/Usefulness,나는 활동적 휴식이 나에게 어느 정도 가치가 있다고 믿는다.,1,1
P26,IMI,Value/Usefulness,나는 활동적 휴식이 중요한 활동이라고 생각한다.,1,1
P26,IMI,Value/Usefulness,나는 활동적 휴식이 건강에 도움이 될 수 있기 때문에 중요하다고 생각한다.,1,1
P26,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 나의 건강에 책임을 져야 되기 때문이다.,1,1
P26,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 하지 않으면 죄책감을 느끼기 때문이다.,-1,1
P26,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 건강에 매우 좋다고 개인적으로 생각하기 때문이다.,-1,1
P26,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 하지 않으면 다른 사람이 속상할 수도 있기 때문이다.,-2,1
P26,SRQ,Amotivation,내가 활동적 휴식을 하는 이유에 대해 그다지 생각해본 적이 없다.,-1,1
P26,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 내 삶의 많은 면에서 중요하다고 생각하기 때문이다.,0,1
P26,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 하지 않으면 내 스스로에게 실망하기 때문이다.,-2,1
P26,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 내가 정말로 하고 싶은 중요한 것이기 때문이다.,-1,1
P26,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 다른 사람들이 해야 한다고 하는 듯한 압박을 느끼기 때문이다.,-2,1
P26,SRQ,Amotivation,내가 활동적 휴식을 하는 이유는 별 다른 이유를 생각하는 것보다 하라는 대로 하는 게 더 편하기 때문이다.,-1,1
P26,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 내 삶의 목표와 어느 정도 일치한다.,-2,1
P26,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 다른 사람의 인정을 받고 싶기 때문이다.,-2,1
P26,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 건강한 것이 매우 중요하기 때문이다.,0,1
P26,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 내가 잘 할 수 있다는 것을 다른 사람에게 보여주고 싶기 대문이다.,-2,1
P26,SRQ,Amotivation,내가 활동적 휴식을 하는 이유를 모르겠다.,2,1
P37,IMI,Interest/Enjoyment,활동적 휴식은 재미있다.,1,1
P37,IMI,Interest/Enjoyment,나는 활동적 휴식을 하는 중에는 얼마나 이 활동이 즐거운지 생각한다.,-2,1
P37,IMI,Interest/Enjoyment,나는 활동적 휴식이 매우 흥미롭다고 말할 수 있다.,0,1
P37,IMI,Interest/Enjoyment,나는 활동적 휴식이 꽤 즐겁다고 생각한다.,1,1
P37,IMI,Interest/Enjoyment,나는 활동적 휴식이 매우 즐겁다.,0,1
P37,IMI,Interest/Enjoyment,나는 활동적 휴식이 지겹다고 생각한다.,1,1
P37,IMI,Interest/Enjoyment,활동적 휴식은 나의 관심을 전혀 끌지 못한다.,-1,1
P37,IMI,Perceived Competence,나는 다른 사람에 비해서 꽤 활동적 휴식을 잘 한다고 생각한다.,-1,1
P37,IMI,Perceived Competence,나는 활동적 휴식에 꽤 능숙하다.,-2,1
P37,IMI,Perceived Competence,나는 활동적 휴식을 꽤 잘 한다고 생각한다.,-2,1
P37,IMI,Perceived Competence,활동적 휴식은 내가 잘 할 수 없는 활동이다.,1,1
P37,IMI,Perceived Competence,나는 활동적 휴식을 하고 나면 만족감을 느낀다.,1,1
P37,IMI,Perceived Competence,나는 활동적 휴식을 하는 것에 만족한다.,-1,1
P37,IMI,Effort/Importance,나는 활동적 휴식을 열심히 하려고 한다.,-3,1
P37,IMI,Effort/Importance,나는 활동적 휴식을 잘 하기 위해 그다지 노력을 하지 않았다.,-2,1
P37,IMI,Effort/Importance,나는 활동적 휴식을 하는 데 있어서 별다른 에너지를 쏟지 않았다.,-3,1
P37,IMI,Effort/Importance,나는 활동적 휴식을 하기 위해 많은 노력을 들인다.,1,1
P37,IMI,Effort/Importance,나는 활동적 휴식을 잘 하는 것이 중요하다.,2,1
P37,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 매우 긴장감을 느꼈다.,1,1
P37,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 압박감을 느꼈다.,-1,1
P37,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 전혀 초조한 기분을 느끼지 않았다.,-2,1
P37,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 매우 편안했다.,2,1
P37,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 불안감을 느꼈다.,-3,1
P37,IMI,Perceived Choice,활동적 휴식을 하는 데 있어 나의 선택권이 없다.,-3,1
P37,IMI,Perceived Choice,나는 다른 선택권이 없어서 활동적 휴식을 한다.,3,1
P37,IMI,Perceived Choice,나는 해야 하기 때문에 활동적 휴식을 한다.,-2,1
P37,IMI,Perceived Choice,나는 나의 선택에 따라 활동적 휴식을 한다고 생각한다.,2,1
P37,IMI,Perceived Choice,나는 활동적 휴식을 하는 건 내가 선택한 것이 아니다.,-1,1
P37,IMI,Perceived Choice,나는 하고 싶기 때문에 활동적 휴식을 한다.,1,1
P37,IMI,Perceived Choice,나는 활동적 휴식을 해야만 한다고 느낀다.,0,1
P37,IMI,Value/Usefulness,나는 활동적 휴식이 건강에 좋다고 생각한다.,3,1
P37,IMI,Value/Usefulness,나는 활동적 휴식이 나의 건강을 증진 시킬 수 있기 때문에 이를 할 것이다.,3,1
P37,IMI,Value/Usefulness,나는 활동적 휴식이 내게 어느 정도 가치가 있기 때문에 기꺼이 이를 할 것이다.,3,1
P37,IMI,Value/Usefulness,나는 활동적 휴식을 하는 것이 내게 유익하다고 믿는다.,3,1
P37,IMI,Value/Usefulness,나는 활동적 휴식이 나에게 어느 정도 가치가 있다고 믿는다.,3,1
P37,IMI,Value/Usefulness,나는 활동적 휴식이 중요한 활동이라고 생각한다.,2,1
P37,IMI,Value/Usefulness,나는 활동적 휴식이 건강에 도움이 될 수 있기 때문에 중요하다고 생각한다.,1,1
P37,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 나의 건강에 책임을 져야 되기 때문이다.,3,1
P37,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 하지 않으면 죄책감을 느끼기 때문이다.,-2,1
P37,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 건강에 매우 좋다고 개인적으로 생각하기 때문이다.,3,1
P37,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 하지 않으면 다른 사람이 속상할 수도 있기 때문이다.,-3,1
P37,SRQ,Amotivation,내가 활동적 휴식을 하는 이유에 대해 그다지 생각해본 적이 없다.,1,1
P37,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 내 삶의 많은 면에서 중요하다고 생각하기 때문이다.,2,1
P37,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 하지 않으면 내 스스로에게 실망하기 때문이다.,-3,1
P37,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 내가 정말로 하고 싶은 중요한 것이기 때문이다.,1,1
P37,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 다른 사람들이 해야 한다고 하는 듯한 압박을 느끼기 때문이다.,-3,1
P37,SRQ,Amotivation,내가 활동적 휴식을 하는 이유는 별 다른 이유를 생각하는 것보다 하라는 대로 하는 게 더 편하기 때문이다.,-3,1
P37,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 내 삶의 목표와 어느 정도 일치한다.,2,1
P37,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 다른 사람의 인정을 받고 싶기 때문이다.,-3,1
P37,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 건강한 것이 매우 중요하기 때문이다.,2,1
P37,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 내가 잘 할 수 있다는 것을 다른 사람에게 보여주고 싶기 대문이다.,-3,1
P37,SRQ,Amotivation,내가 활동적 휴식을 하는 이유를 모르겠다.,-1,1
P27,IMI,Interest/Enjoyment,활동적 휴식은 재미있다.,0,1
P27,IMI,Interest/Enjoyment,나는 활동적 휴식을 하는 중에는 얼마나 이 활동이 즐거운지 생각한다.,-1,1
P27,IMI,Interest/Enjoyment,나는 활동적 휴식이 매우 흥미롭다고 말할 수 있다.,0,1
P27,IMI,Interest/Enjoyment,나는 활동적 휴식이 꽤 즐겁다고 생각한다.,-1,1
P27,IMI,Interest/Enjoyment,나는 활동적 휴식이 매우 즐겁다.,0,1
P27,IMI,Interest/Enjoyment,나는 활동적 휴식이 지겹다고 생각한다.,0,1
P27,IMI,Interest/Enjoyment,활동적 휴식은 나의 관심을 전혀 끌지 못한다.,0,1
P27,IMI,Perceived Competence,나는 다른 사람에 비해서 꽤 활동적 휴식을 잘 한다고 생각한다.,0,1
P27,IMI,Perceived Competence,나는 활동적 휴식에 꽤 능숙하다.,0,1
P27,IMI,Perceived Competence,나는 활동적 휴식을 꽤 잘 한다고 생각한다.,0,1
P27,IMI,Perceived Competence,활동적 휴식은 내가 잘 할 수 없는 활동이다.,1,1
P27,IMI,Perceived Competence,나는 활동적 휴식을 하고 나면 만족감을 느낀다.,0,1
P27,IMI,Perceived Competence,나는 활동적 휴식을 하는 것에 만족한다.,0,1
P27,IMI,Effort/Importance,나는 활동적 휴식을 열심히 하려고 한다.,0,1
P27,IMI,Effort/Importance,나는 활동적 휴식을 잘 하기 위해 그다지 노력을 하지 않았다.,-1,1
P27,IMI,Effort/Importance,나는 활동적 휴식을 하는 데 있어서 별다른 에너지를 쏟지 않았다.,-1,1
P27,IMI,Effort/Importance,나는 활동적 휴식을 하기 위해 많은 노력을 들인다.,-2,1
P27,IMI,Effort/Importance,나는 활동적 휴식을 잘 하는 것이 중요하다.,0,1
P27,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 매우 긴장감을 느꼈다.,-2,1
P27,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 압박감을 느꼈다.,-2,1
P27,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 전혀 초조한 기분을 느끼지 않았다.,-1,1
P27,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 매우 편안했다.,0,1
P27,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 불안감을 느꼈다.,-2,1
P27,IMI,Perceived Choice,활동적 휴식을 하는 데 있어 나의 선택권이 없다.,0,1
P27,IMI,Perceived Choice,나는 다른 선택권이 없어서 활동적 휴식을 한다.,1,1
P27,IMI,Perceived Choice,나는 해야 하기 때문에 활동적 휴식을 한다.,0,1
P27,IMI,Perceived Choice,나는 나의 선택에 따라 활동적 휴식을 한다고 생각한다.,1,1
P27,IMI,Perceived Choice,나는 활동적 휴식을 하는 건 내가 선택한 것이 아니다.,1,1
P27,IMI,Perceived Choice,나는 하고 싶기 때문에 활동적 휴식을 한다.,0,1
P27,IMI,Perceived Choice,나는 활동적 휴식을 해야만 한다고 느낀다.,0,1
P27,IMI,Value/Usefulness,나는 활동적 휴식이 건강에 좋다고 생각한다.,1,1
P27,IMI,Value/Usefulness,나는 활동적 휴식이 나의 건강을 증진 시킬 수 있기 때문에 이를 할 것이다.,1,1
P27,IMI,Value/Usefulness,나는 활동적 휴식이 내게 어느 정도 가치가 있기 때문에 기꺼이 이를 할 것이다.,0,1
P27,IMI,Value/Usefulness,나는 활동적 휴식을 하는 것이 내게 유익하다고 믿는다.,1,1
P27,IMI,Value/Usefulness,나는 활동적 휴식이 나에게 어느 정도 가치가 있다고 믿는다.,1,1
P27,IMI,Value/Usefulness,나는 활동적 휴식이 중요한 활동이라고 생각한다.,1,1
P27,IMI,Value/Usefulness,나는 활동적 휴식이 건강에 도움이 될 수 있기 때문에 중요하다고 생각한다.,1,1
P27,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 나의 건강에 책임을 져야 되기 때문이다.,0,1
P27,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 하지 않으면 죄책감을 느끼기 때문이다.,-2,1
P27,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 건강에 매우 좋다고 개인적으로 생각하기 때문이다.,1,1
P27,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 하지 않으면 다른 사람이 속상할 수도 있기 때문이다.,-2,1
P27,SRQ,Amotivation,내가 활동적 휴식을 하는 이유에 대해 그다지 생각해본 적이 없다.,0,1
P27,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 내 삶의 많은 면에서 중요하다고 생각하기 때문이다.,-1,1
P27,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 하지 않으면 내 스스로에게 실망하기 때문이다.,-1,1
P27,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 내가 정말로 하고 싶은 중요한 것이기 때문이다.,-1,1
P27,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 다른 사람들이 해야 한다고 하는 듯한 압박을 느끼기 때문이다.,-2,1
P27,SRQ,Amotivation,내가 활동적 휴식을 하는 이유는 별 다른 이유를 생각하는 것보다 하라는 대로 하는 게 더 편하기 때문이다.,-1,1
P27,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 내 삶의 목표와 어느 정도 일치한다.,-1,1
P27,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 다른 사람의 인정을 받고 싶기 때문이다.,-2,1
P27,SRQ,Autonomous,내가 활동적 휴식을 하는 이유는 건강한 것이 매우 중요하기 때문이다.,0,1
P27,SRQ,Controlled,내가 활동적 휴식을 하는 이유는 내가 잘 할 수 있다는 것을 다른 사람에게 보여주고 싶기 대문이다.,-1,1
P27,SRQ,Amotivation,내가 활동적 휴식을 하는 이유를 모르겠다.,0,1
P39,IMI,Interest/Enjoyment,활동적 휴식은 재미있다.,-2,1
P39,IMI,Interest/Enjoyment,나는 활동적 휴식을 하는 중에는 얼마나 이 활동이 즐거운지 생각한다.,-3,1
P39,IMI,Interest/Enjoyment,나는 활동적 휴식이 매우 흥미롭다고 말할 수 있다.,-2,1
P39,IMI,Interest/Enjoyment,나는 활동적 휴식이 꽤 즐겁다고 생각한다.,-2,1
P39,IMI,Interest/Enjoyment,나는 활동적 휴식이 매우 즐겁다.,-2,1
P39,IMI,Interest/Enjoyment,나는 활동적 휴식이 지겹다고 생각한다.,-1,1
P39,IMI,Interest/Enjoyment,활동적 휴식은 나의 관심을 전혀 끌지 못한다.,1,1
P39,IMI,Perceived Competence,나는 다른 사람에 비해서 꽤 활동적 휴식을 잘 한다고 생각한다.,-3,1
P39,IMI,Perceived Competence,나는 활동적 휴식에 꽤 능숙하다.,-3,1
P39,IMI,Perceived Competence,나는 활동적 휴식을 꽤 잘 한다고 생각한다.,-3,1
P39,IMI,Perceived Competence,활동적 휴식은 내가 잘 할 수 없는 활동이다.,-1,1
P39,IMI,Perceived Competence,나는 활동적 휴식을 하고 나면 만족감을 느낀다.,1,1
P39,IMI,Perceived Competence,나는 활동적 휴식을 하는 것에 만족한다.,0,1
P39,IMI,Effort/Importance,나는 활동적 휴식을 열심히 하려고 한다.,-1,1
P39,IMI,Effort/Importance,나는 활동적 휴식을 잘 하기 위해 그다지 노력을 하지 않았다.,-3,1
P39,IMI,Effort/Importance,나는 활동적 휴식을 하는 데 있어서 별다른 에너지를 쏟지 않았다.,-2,1
P39,IMI,Effort/Importance,나는 활동적 휴식을 하기 위해 많은 노력을 들인다.,-2,1
P39,IMI,Effort/Importance,나는 활동적 휴식을 잘 하는 것이 중요하다.,0,1
P39,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 매우 긴장감을 느꼈다.,-3,1
P39,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 압박감을 느꼈다.,1,1
P39,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 전혀 초조한 기분을 느끼지 않았다.,3,1
P39,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 매우 편안했다.,1,1
P39,IMI,Pressure/Tension,나는 활동적 휴식을 하는 동안 불안감을 느꼈다.,-3,1
P39,IMI,Perceived Choice,활동적 휴식을 하는 데 있어 나의 선택권이 없다.,-3,1
P39,IMI,Perceived Choice,나는 다른 선택권이 없어서 활동적 휴식을 한다.,3,1
P39,IMI,Perceived Choice,나는 해야 하기 때문에 활동적 휴식을 한다.,0,1
P39,IMI,Perceived Choice,나는 나의 선택에 따라 활동적 휴식을 한다고 생각한다.,2,1
P39,IMI,Perceived Choice,나는 활동적 휴식을 하는 건 내가 선택한 것이 아니다.,2,1
P39,IMI,Perceived Choice,나는 하고 싶기 때문에 활동적 휴식을 한다.,1,1
P39,IMI,Perceived Choice,나는 활동적 휴식을 해야만 한다고 느낀다.,3,1
P39,IMI,Value/Usefulness,나는 활동적 휴식이 건강에 좋다고 생각한다.,3,1
P39,IMI,Value/Usefulness,나는 활동적 휴식이 나의 건강을 증진 시킬 수 있기 때문에 이를 할 것이다.,1,1
P39,IMI,Value/Usefulness,나는 활동적 휴식이 내게 어느 정도 가치가 있기 때문에 기꺼이 이를 할 것이다.,0,1
